adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/ff2ti5DkA9UYLzyqhQfI2kZqEuh.jpg,"[28, 53]",245891,en,John Wick,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,8.6849,/wXqWR7dHncNRbxoEGybEy7QTe9h.jpg,2014-10-22,John Wick,False,7.453,20422
False,/eTvN54pd83TrSEOz6wbsXEJktCV.jpg,"[10752, 28, 53]",882569,en,Guy Ritchie's The Covenant,"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",8.6847,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,2023-04-19,Guy Ritchie's The Covenant,False,7.725,3032
False,/3IJ8kG8i84PncXkSovu0PaZQfjM.jpg,"[28, 80, 53]",337339,en,The Fate of the Furious,"When a mysterious woman seduces Dom into the world of crime and a betrayal of those closest to him, the crew face trials that will test them as never before.",8.6836,/dImWM7GJqryWJO9LHa3XQ8DD5NH.jpg,2017-04-12,The Fate of the Furious,False,6.857,10681
False,/4mcOCiR06dqQ5eoEJcG3zvonjOa.jpg,"[878, 28, 53, 12]",294254,en,Maze Runner: The Scorch Trials,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",8.6836,/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg,2015-09-09,Maze Runner: The Scorch Trials,False,6.731,10856
False,/kYg1J6kNcX0blKvS5wDYLUHXdSl.jpg,"[35, 10749]",24742,en,Secret Admirer,An anonymous love letter left in Michael Ryan's locker on the last day of school wreaks havoc on his life and the lives of everyone who comes in contact with it.,8.6824,/4kJQ1R7zD1ckFPFfmyxI7kwPSiM.jpg,1985-06-14,Secret Admirer,False,6.728,193
False,/AmmAZbs1QMYYmstqeBf9gKBekLi.jpg,[18],345928,en,Shovel Buddies,"A group of friends attempt to successfully complete a list of tasks assigned to them as the ""Shovel List"" by their dead friend.",8.682,/nFg0nHRkTsVOnO1H4RF7nzyQtqw.jpg,2016-10-11,Shovel Buddies,False,5.9,27
False,/gsi9F4tHPWJbVQSYaO1YDAAbdhU.jpg,"[28, 14, 878]",19901,en,Daybreakers,"In the year 2019, a plague has transformed almost every human into a vampire. Faced with a dwindling blood supply, the fractured dominant race plots their survival; meanwhile, a researcher works with a covert band of vampires on a way to save humankind.",8.6806,/xFZH2l9UOyIclk2ZFWNHQ38B2RP.jpg,2010-01-06,Daybreakers,False,6.283,2106
False,/fOGTvPtALsehlUFYUoZPUoRIHhd.jpg,[18],980296,es,Los Frikis,"Gustavo idolizes his older brother Paco and his punk, ""Frikis"" bandmates. When word reaches the Frikis of a potential reprieve from the effects of the economic crisis, they do the now unthinkable: deliberately inject themselves with HIV to live at a government-run treatment home. It's there that they create their own utopia to live and play music freely.",8.6779,/kCGWNd8yFQ3E695kYuaUUv62pJP.jpg,2024-12-20,Los Frikis,False,6.219,16
False,/rdcfJttCMCcq3eeOmT10dyc6X7O.jpg,"[80, 18]",14524,en,Cass,"The incredible true story of how an orphaned Jamaican baby, adopted by an elderly white couple and brought up in an all white area of London, became one of the most feared and respected men in Britain.",8.6761,/9tZLlHdNe8f9iJ8rGmCiiQgDMuU.jpg,2008-01-08,Cass,False,5.912,74
False,,"[18, 10749]",1126456,id,Algrafi,"Algrafi Zayyan Danadyaksa was forced to return from America to Indonesia. The return was greeted by an arranged marriage with Naya, who was masterminded by Eyang Daksa. How will Algra and Naya escape from an arranged marriage?",8.6756,/saARArRLfK13Iz8MgLD3KWgYPea.jpg,2024-06-24,Algrafi,False,0.0,0
False,/hsuT5b5EcDAVCY3Oe0Iyez2lTES.jpg,"[10749, 18]",1400032,ja,10DANCE,"Two dancers, opposites in all but their art, agree to train together for a competition. At first, they clash, but soon become drawn to each other.",8.6752,/gwWzQvuQhxngTiGmX70PcYW99mB.jpg,2025-12-17,10DANCE,False,7.3,79
False,/fOipappvgVtUbbHOtmCkHzcwJjC.jpg,"[16, 35, 10751]",93456,en,Despicable Me 2,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,8.6751,/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg,2013-06-26,Despicable Me 2,False,6.94,11820
False,/83ownpZPvBHJD5UVNShzQfa3LaW.jpg,"[27, 53, 878]",1562,en,28 Weeks Later,"Twenty-eight weeks after the spread of a deadly rage virus, the inhabitants of the British Isles have lost their battle against the onslaught, as the virus has killed everyone there. Six months later, a group of Americans dare to set foot on the Isles, convinced the danger has passed. But it soon becomes all too clear that the scourge continues to live, waiting to pounce on its next victims.",8.6732,/oix0aNv1lvW3nUGspUyvSIBlpbs.jpg,2007-04-26,28 Weeks Later,False,6.608,5335
False,/eIxnorIDSgrTHYjkWilqBGTCvFs.jpg,[18],30688,es,Géminis,"An incestuous love affair. Meme and Jeremias are the younger children in a typical bourgeois family. Their mother Lucia is the dominant force in the household, but her fixation on upholding the niceties of upper middle class life has prevented her from seeing what is going on under her roof. When the siblings’ older brother and his fiancee arrive home for their wedding, it seems inevitable that the concealment will be impossible to sustain. But equally it becomes apparent that if Lucia were to find out about the affair, there would be catastrophic consequences.",8.6729,/6VzGSoaXJLNJkWLnkNABwB3CZEa.jpg,2005-06-09,Gemini,False,5.5,54
False,/wkgwj78yAtwrp8tnzYpYChTFDkc.jpg,"[18, 10749]",3424,fr,Mado,"A middle-aged businessman faces bankruptcy after his partner's suicide and a rival's unscrupulous offer to buy his company. Determined to avoid the trap, he finds an unexpected solution through a prostitute.",8.6722,/J7DbJx6h7cxGcshkJOKag4eq8y.jpg,1976-10-27,Mado,False,6.424,59
False,,"[12, 18]",652828,es,Extranjero,"Mark is a young Englishman who has just arrived on the coast of Cádiz, to visit his cousin Margaret, who has organized a barbecue with her friends. After lunch, Amaro invites Mark for a ride on his boat to see the coast from the sea. Mark, without thinking, lets himself be carried away; without knowing his life is about to change forever.",8.6706,/cQZ0pV4w6GhLO9pOjq3MFwbtlxh.jpg,2018-10-16,Foreigner,False,0.0,0
False,/tehewlwOPFDDf4syutyopaY23AY.jpg,[27],1352774,en,Piglet,"On Kate's 21st birthday camping trip, her friends encounter Piglet, a monstrous human-pig hybrid who brutally murders one of them. They uncover Piglet's origins and Kate must confront her past to survive the relentless killer.",8.6691,/mW7PYDUeWYwTdbtzThqLMfdNa56.jpg,2025-05-29,Piglet,False,6.702,47
False,,[28],520677,en,Pretty Twisted,A bodacious grifter and a bad-ass thug meet to negotiate a drug deal. But she's really setting him up for the mysterious boss she's enslaved to,8.6682,/w0729lmxkQJdQ8HKGVdWTH8Epq2.jpg,2009-10-25,Pretty Twisted,False,6.0,1
False,/iSZaoeDOdNmRuiDeovhXeUS3rd2.jpg,"[18, 10751]",485336,en,Urban Country,"A young, troubled city girl decides to move to her family owned horse ranch in a small, southern town for the summer to care for her dying mother.",8.6671,/4j5XVlw856u9K5NS3XgKRs92ei7.jpg,2018-08-03,Urban Country,False,6.4,25
False,,"[28, 18, 878]",149544,en,Storm Trooper,"Shortly after murdering her abusive husband, a woman (Carol Alt) takes an injured stranger into her home. She soon discovers the stranger is a cyborg. He then persuades her to help him flee from a mysterious gang of armed men who soon …",8.6665,/8pqg1zuX2gGT5QRLnRBWEmXDTFD.jpg,1998-08-19,Storm Trooper,False,3.9,11
False,/lNoqF8RInmKEDyElDKWf6I9NaV0.jpg,[35],5725,en,Supervixens,"Clint must flee after his wife is killed by a psychopathic cop, who tries to pin the murder on him.",7.5335,/ymlxw3Gt2F9PuWek9Nkf4zeUeLz.jpg,1975-04-02,Supervixens,False,5.66,159
False,,[],631685,hi,Pehchan,"An impossibly innocent villager named Ganga comes to the big city to find a girl who would agree to become his wife. The first girl he meets is actually a troubled prostitute named Champa whom he manages to rescue from the brothel she has been in for some time. He takes her home and in a most typical Hindi film style, announces her as his sister. Along with them lives a crippled middle-aged man. Ganga falls for a beautiful girl named Barkha, and her parents agree to have them married, but alas, Barkha's brother Rakesh identifies Champa and the marriage is cancelled as a result.",5.7074,/uPrl2UHZT0qjthHtpvRcc00zF2L.jpg,1970-04-10,Pehchan,False,0.0,0
False,,"[80, 18]",436116,en,Easy Life,"In this entry in the MGM ""Crime Does Not Pay"" series young Frank Davis, dropping out of school and joining a small-time hoodlum gang, finds out that leading a life of crime is not all he thought it would be.",7.7929,/b3hPoRjeFzzZp2ssBIFQPxamhnu.jpg,1944-05-20,Easy Life,False,5.0,3
False,/rRcNmiH55Tz0ugUsDUGmj8Bsa4V.jpg,"[35, 10749]",884605,en,No Hard Feelings,"On the brink of losing her childhood home, Maddie discovers an intriguing job listing: wealthy helicopter parents looking for someone to “date” their introverted 19-year-old son, Percy, before he leaves for college. To her surprise, Maddie soon discovers the awkward Percy is no sure thing.",8.5698,/gD72DhJ7NbfxvtxGiAzLaa0xaoj.jpg,2023-06-15,No Hard Feelings,False,6.686,3664
False,/xwzJiqdDIlXYeUkPjbOvXZicig2.jpg,"[35, 10751, 14]",787699,en,Wonka,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",7.7652,/qhb1qOilapbapxWQn9jtRCMwXJF.jpg,2023-12-06,Wonka,False,7.043,4247
False,/tC78Pck2YCsUAtEdZwuHYUFYtOj.jpg,"[28, 53, 80]",926393,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",7.3735,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,2023-08-30,The Equalizer 3,False,7.289,3560
False,/tBRSSfgqOAq7YlG8udcoJIBm2FG.jpg,"[28, 53]",1213243,kn,Toxic,"Set in a bygone era, this gripping tale unfolds in the coastal paradise of Goa, where a powerful drug cartel pulls the strings behind a facade of sun-soaked beaches and vibrant culture.",8.8021,/fJBAfLiNfovSAb6KjkIndpF3Sm7.jpg,2026-03-19,Toxic,False,0.0,0
False,/pW3bjXGeAW8BkQnBqUNAzDC4tLJ.jpg,"[35, 10749]",191235,pt,Fulaninha,"Movie director in his forties and in existential crisis falls in love with an unknown teen girl he sees walking down the streets, without knowing she's the daughter of the woman he's having a relationship with.",8.2222,/dpzQ0wfQSehrP7dJBj0V1z8rzN7.jpg,1986-02-05,Fulaninha,False,4.5,6
False,/f5pjam70aNueL1GILXJqy2Zp9BX.jpg,[878],895868,es,Biónica,A quadriplegic woman undergoes unusual treatment to regain her mobility and also gain other skills.,5.741,/pE8xUzBf4alNwplgsEbYqoO9Zkt.jpg,2025-04-24,Biónica,False,8.5,2
False,/kdyYOwpKvvD2fSbwfnMM2YPAzfq.jpg,"[80, 35, 28]",187017,en,22 Jump Street,"After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college. But when Jenko meets a kindred spirit on the football team, and Schmidt infiltrates the bohemian art major scene, they begin to question their partnership. Now they don't have to just crack the case - they have to figure out if they can have a mature relationship. If these two overgrown adolescents can grow from freshmen into real men, college might be the best thing that ever happened to them.",8.6507,/850chzYHYbT3IISl6Q7dbBuFP2B.jpg,2014-06-05,22 Jump Street,False,6.827,8360
False,/hgP1lEgyxFFhU607nqn0FHmG859.jpg,"[27, 53]",58428,en,The Innkeepers,"During the final days at the Yankee Pedlar Inn, two employees determined to reveal the hotel's haunted past begin to experience disturbing events as old guests check in for a stay.",6.8927,/aC9XHtf0Opw2IJDVjSkL8eO71An.jpg,2011-08-18,The Innkeepers,False,5.419,700
False,/MrcSSzWGsXf2IUJpjPPFLlNbjX.jpg,"[10751, 35, 12, 16]",1280282,en,Gabby's Dollhouse: The Movie,"Gabby heads out on a road trip with her Grandma Gigi to the urban wonderland of Cat Francisco. But when Gabby's dollhouse, her most prized possession, ends up in the hands of an eccentric cat lady named Vera, Gabby sets off on an adventure through the real world to get the Gabby Cats back together and save the dollhouse before it's too late.",8.7925,/t6LLguAmu6iZUN8pWhT7Q0IcaQ5.jpg,2025-09-13,Gabby's Dollhouse: The Movie,False,6.7,55
False,,[],1107346,en,GCW For the Culture 2023,"Seven Way Scramble Match  Darius Carter vs. Keita Murray vs. Ju Dizz vs. Faye Jackson vs. Ashton Starr vs. Devon Monroe vs. Terry Yaki  Anything Goes Match  Willie Mack vs. Billy Dixon  Ten Man Tag Team Survivor Series Match  G. Sharpe, Kenny King, Mazzerati & The Conglomerate (Alpha Zo & Midas Kreed) vs. AC Mack, Jay Malachi, JC Storm, Jeffrey John & Suge D  Singles Match  2 Cold Scorpio vs. Bryan Keith  Black Wrestlers Matter Title Three Way Match  Myron Reed (c) vs. Man Like DeReiss vs. Kevin Knight  Pan-Afrikan World Diaspora Wrestling World Title Match  Trish Adora (c) vs. Calvin Tankman",5.6347,/gGMIFfLFx9TAhyJpeOCEtWjdmfQ.jpg,2023-03-30,GCW For the Culture 2023,False,0.0,0
False,/qQWlRTI59a9wtj43pE9WToKdBoT.jpg,"[28, 53, 80]",31598,en,Q & A,"A young district attorney seeking to prove a case against a corrupt police detective encounters a former lover and her new protector, a crime boss who refuses to help him.",9.474,/ukvDaASAsiFVnPp16NYfdTIYTJ4.jpg,1990-04-27,Q & A,False,5.8,190
False,,[],369397,es,Cargamento prohibido,Federal agent infiltrates smuggling gang in seaport.,6.0092,/6tzdt9rlCZl1WvP9A3qn3ku2cUg.jpg,1966-10-06,Forbidden Cargo,False,5.8,4
False,/bxT8jFcWNuWK5LmVo1oGhAm4dnZ.jpg,"[12, 28, 18]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantès becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",7.3651,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg,2024-06-28,The Count of Monte Cristo,False,7.927,1916
False,/lAs4Y5a8Pi86xDwuv8cx2prOVI2.jpg,"[12, 10751, 14, 10749]",447277,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",8.7864,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,2023-05-18,The Little Mermaid,False,6.3,3233
False,/5QQ4nNfs1ANq12mvRldIzqdhiY9.jpg,"[27, 53]",329010,en,Emelie,"After their regular babysitter cancels, the Thompson family turns to her friend, Anna to supervise their children while the parents go out to celebrate their anniversary. At first Anna seems like a dream come true to the kids, allowing them to eat extra cookies and play with things that are usually off-limits, but as her behaviour becomes increasingly odd, the kids soon find out that her intentions are dark and twisted—and she is not who she seems to be.",9.4766,/cfb1kzY0V4j0KKPLYMfXEo3t3op.jpg,2016-03-04,Emelie,False,5.265,671
False,/qB2eFmGEh5YCzhXUpz7As2PaDCh.jpg,"[28, 12, 53]",37724,en,Skyfall,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",9.1363,/d0IVecFQvsGdSbnMAHqiYsNYaJT.jpg,2012-10-24,Skyfall,False,7.256,15875
